ID,取引価格（総額）_log
1000078,7.740226918949914
1000121,6.838437651058249
1000123,7.325210389592396
1000127,7.108767492072991
1000129,7.122008218693773
1000133,7.227014861541476
1000135,7.0895566546993285
1000137,6.936087100144592
1000406,6.886691873959117
1000408,6.616864296817372
1000410,7.671650246053464
1000735,7.549898179696095
1000745,7.768240602096746
1000816,6.6342194799643535
1000819,7.37156970904641
1000822,7.7314499114040185
1000826,7.211047773072927
1000829,7.434480927867179
1000832,7.083343184379137
1000924,7.546162548879234
1000990,7.340028308334642
1000992,6.56722012062244
1001155,7.634459870255846
1001157,7.506535410827658
1001210,7.112748044646896
1001214,7.440570295865667
1001281,7.461425693466804
1001342,7.601743629022818
1001419,7.627930110294718
1001459,7.464571475670944
1001466,7.512689323109196
1001500,7.262421942208936
1001577,7.522589884784191
1001652,7.540581033468277
1001659,7.711024170630149
1001661,6.812644626938092
1001747,7.126230007227665
1001756,7.61953104550638
1001843,7.574558612021105
1001922,7.652340223681556
1001926,7.5901919204655695
1001971,7.070703376006363
1002112,7.132690607178126
1002145,7.470802813800158
1002183,7.482977826788818
1002188,7.097717582368649
1002194,7.411847192873045
1002199,7.522640780653218
1002266,7.495107105918853
1002279,7.4105902653870945
1002284,7.252634340745642
1002332,7.51081575494514
1002336,7.045670309227637
1002454,7.572094315108998
1002457,7.51081575494514
1002463,7.557390831210132
1002638,7.03051774782335
1002647,6.849867449628725
1002650,7.441321650584114
1002652,7.361701842652537
1002654,7.077904725451512
1002691,7.530153884586301
1002801,7.438467536751138
1002803,7.598168525061608
1002805,7.598168525061608
1002836,7.591056585757203
1002947,6.410486882724568
1002950,6.405995671703238
1002953,6.405708464761155
1002956,6.414979302616577
1002972,7.539598802070765
1003083,7.176741373880135
1003193,7.340053484456475
1003195,7.404848762384434
1003196,7.446313918314816
1003202,7.253615464056435
1003289,6.964438480581269
1003408,7.532129560240504
1003520,6.940912423187633
1003523,7.2853974871721565
1003589,7.5366241812468715
1003657,7.320172645185713
1003660,7.445197122691825
1003842,6.912528761443764
1003847,6.898938206900048
1003956,6.568220561257499
1004114,7.533654567445104
1004153,7.90749699785249
1004326,7.193546309929216
1004382,6.860256973595618
1004383,6.4879498115252625
