ID,取引価格（総額）_log
1000078,7.743022712341068
1000121,6.842540396612381
1000123,7.326810405298119
1000127,7.0849273740755105
1000129,7.1136007945417985
1000133,7.253357993569222
1000135,7.063957712288579
1000137,6.911232483844946
1000406,6.870693308422311
1000408,6.603873508892747
1000410,7.675282264331054
1000735,7.554395344982204
1000745,7.754237983170923
1000816,6.61302321549092
1000819,7.390582045835133
1000822,7.705410751043809
1000826,7.190626735720316
1000829,7.440086374413102
1000832,7.076520218238995
1000924,7.528038168161631
1000990,7.310367321441124
1000992,6.5774182765423745
1001155,7.63567597285938
1001157,7.517129643696541
1001210,7.128058598585172
1001214,7.447782445547389
1001281,7.45559063777171
1001342,7.603438836055007
1001419,7.621902589311479
1001459,7.460669352225931
1001466,7.524221169765542
1001500,7.270522546856489
1001577,7.513888076050852
1001652,7.542503564147005
1001659,7.697576812701302
1001661,6.822821718775893
1001747,7.137630706787478
1001756,7.613914704407788
1001843,7.5776704266388695
1001922,7.653786318196932
1001926,7.582153350127755
1001971,7.04773237505432
1002112,7.1210748161319115
1002145,7.462258032893706
1002183,7.460619078372999
1002188,7.087081112949482
1002194,7.383580853716229
1002199,7.533206918979121
1002266,7.502308872409867
1002279,7.408899149923334
1002284,7.223267347821606
1002332,7.526318341311994
1002336,7.041773389379769
1002454,7.587844912642761
1002457,7.526318341311994
1002463,7.571256053753554
1002638,7.034128324848175
1002647,6.864325686813045
1002650,7.449911718415633
1002652,7.3765156815277875
1002654,7.058279658969973
1002691,7.52505184483746
1002801,7.433699455096673
1002803,7.595442072420612
1002805,7.595442072420612
1002836,7.579426904057915
1002947,6.412989562068326
1002950,6.41736513475378
1002953,6.4167600019600055
1002956,6.4239367890702965
1002972,7.528483358821077
1003083,7.173580800272558
1003193,7.336667475306714
1003195,7.4062442060338025
1003196,7.446444542419832
1003202,7.255574966209474
1003289,7.000003373764282
1003408,7.522680260643758
1003520,6.941779252748662
1003523,7.298805433227637
1003589,7.523434601334285
1003657,7.320768082963218
1003660,7.442118348090732
1003842,6.93866306342111
1003847,6.912485344025806
1003956,6.549731972988807
1004114,7.526692783839806
1004153,7.9153349540965054
1004326,7.192777641612984
1004382,6.876840556866885
1004383,6.485038444734634
1004504,7.334171552372785
1004571,7.098591897092261
1004616,7.023628027125254
1004618,7.275253143948069
